,source,task,category,ability,answer
1025,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1026,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1027,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1028,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B
1029,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1030,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1031,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B
1032,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A
1033,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1034,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,D
1035,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1036,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A
1037,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,D
1038,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1039,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,A
1040,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1041,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1042,ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,B
1043,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B
1044,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,C
1045,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B
1046,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,A
1047,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1048,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A
1049,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C
1050,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B
1051,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1052,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A
1053,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B
1054,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1055,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1056,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1057,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1058,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C
1059,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D
1060,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1061,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1062,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A
1063,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,A
1064,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,B
1065,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,D
1066,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,C
1067,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A
1068,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1069,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1070,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1071,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1072,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1073,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A
1074,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B
1075,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B
1076,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B
1077,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1078,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D
1079,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1080,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1081,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1082,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C
1083,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1084,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D
1085,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D
1086,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1087,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B
1088,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1089,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B
1090,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B
1091,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B
1092,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1093,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B
1094,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C
1095,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B
1096,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B
1097,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1098,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A
1099,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1100,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1101,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1102,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1103,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1104,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,A
1105,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C
1106,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A
1107,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1108,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1109,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1110,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,A
1111,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1112,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1113,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,C
1114,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),C
1115,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B
1116,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1117,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A
1118,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1119,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1120,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1121,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A
1122,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B
1123,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1124,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B
1125,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B
1126,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1127,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B
1128,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1129,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1130,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1131,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B
1132,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A
1133,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D
1134,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1135,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,D
1136,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1137,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1138,ToMBench,Hinting Task Test,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B
1139,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1140,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1141,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1142,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1143,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A
1144,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C
1145,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B
1146,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,C
1147,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1148,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,A
1149,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B
1150,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B
1151,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,D
1152,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C
1153,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C
1154,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1155,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D
1156,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1157,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C
1158,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,A
1159,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,C
1160,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,C
1161,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1162,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1163,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C
1164,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1165,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1166,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1167,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,D
1168,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A
1169,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,A
1170,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A
1171,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1172,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D
1173,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1174,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C
1175,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,C
1176,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A
1177,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,D
1178,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A
1179,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B
1180,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1181,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1182,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C
1183,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1184,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1185,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,C
1186,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B
1187,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,B
1188,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1189,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D
1190,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,B
1191,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),D
1192,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1193,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1194,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1195,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1196,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A
1197,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A
1198,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1199,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A
1200,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,A
1201,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B
1202,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1203,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1204,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links ,B
1205,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1206,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1207,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B
1208,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1209,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B
1210,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A
1211,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1212,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1213,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1214,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1215,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,D
1216,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D
1217,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,D
1218,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1219,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,D
1220,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1221,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B
1222,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1223,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,C
1224,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B
1225,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A
1226,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1227,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,D
1228,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1229,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,B
1230,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1231,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1232,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1233,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1234,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C
1235,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1236,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A
1237,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B
1238,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C
1239,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C
1240,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B
1241,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,D
1242,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1243,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1244,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D
1245,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1246,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,D
1247,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B
1248,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B
1249,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1250,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1251,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1252,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B
1253,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1254,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,D
1255,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1256,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1257,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),D
1258,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1259,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D
1260,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,A
1261,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1262,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1263,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,D
1264,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1265,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B
1266,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1267,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,C
1268,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1269,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,A
1270,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1271,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C
1272,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1273,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1274,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1275,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B
1276,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B
1277,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1278,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1279,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1280,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1281,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B
1282,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1283,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A
1284,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,B
1285,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,A
1286,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D
1287,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1288,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,C
1289,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A
1290,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A
1291,ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,D
1292,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1293,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C
1294,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1295,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A
1296,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1297,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,B
1298,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B
1299,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1300,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1301,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,B
1302,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A
1303,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1304,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,A
1305,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1306,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B
1307,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B
1308,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1309,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1310,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,D
1311,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,B
1312,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1313,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A
1314,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C
1315,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1316,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1317,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B
1318,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1319,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1320,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,C
1321,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B
1322,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B
1323,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B
1324,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1325,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B
1326,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,D
1327,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1328,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,D
1329,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1330,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1331,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1332,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1333,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B
1334,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A
1335,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,A
1336,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,C
1337,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,D
1338,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1339,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1340,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,D
1341,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C
1342,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,C
1343,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1344,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1345,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D
1346,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1347,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C
1348,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1349,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1350,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B
1351,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1352,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B
1353,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1354,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C
1355,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1356,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B
1357,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1358,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
